id,tenant_id,title,description,priority,status,due_date,completed,completed_at,contact_id,deal_id,assigned_to,created_at,created_by
119809b9-5d4e-486b-8461-0f67aa493f52,6e2684b5-dd18-4549-8440-7276b577d2b5,Webinar prep,Task description for email newsletter,urgent,cancelled,2026-12-18T11:52:01.799591,False,,,8a1b4597-e6de-4047-9c6c-b9704c43d27c,71030eb2-1621-4863-8e2d-b6184abb7f32,2025-12-18T05:55:25.799598,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f
3e37446c-fdf8-4724-bf51-82581085ffc2,6e2684b5-dd18-4549-8440-7276b577d2b5,Product demo,Task description for onboard new client,high,pending,2026-11-27T19:48:40.799611,False,,4a127238-5e21-490a-8095-d4c28377fb5f,,71030eb2-1621-4863-8e2d-b6184abb7f32,2026-04-21T22:04:36.799619,d53e375b-e751-4c1c-9dd2-2c198336f144
b01cb2af-0e1d-4559-a842-1961155ee142,6e2684b5-dd18-4549-8440-7276b577d2b5,Product demo,Task description for send invoice,medium,on_hold,2026-08-09T10:27:37.799632,False,,,,eb9f903e-4cd4-462b-9c0c-0720da83cfc0,2026-04-02T22:51:41.799639,eb9f903e-4cd4-462b-9c0c-0720da83cfc0
def5973f-089a-4930-8679-2e41b4119685,6e2684b5-dd18-4549-8440-7276b577d2b5,Customer survey,Task description for marketing campaign,urgent,cancelled,2026-10-04T10:45:27.799655,False,,8f685b99-2986-4391-9a78-8bea522325ea,,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e,2025-11-19T20:21:33.799664,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb
4f387311-2b8b-40c2-9faf-54e876b3973e,6e2684b5-dd18-4549-8440-7276b577d2b5,Product demo,Task description for product demo,medium,cancelled,2027-01-10T06:40:32.799681,False,,,,f26bd177-029d-4863-993c-dfebe5004897,2026-07-03T18:00:07.799688,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f
3c228bc7-13ef-4f59-9645-73e8c739db65,6e2684b5-dd18-4549-8440-7276b577d2b5,Webinar prep,Task description for send proposal,high,in_progress,2026-12-05T18:57:59.799701,False,,,,d53e375b-e751-4c1c-9dd2-2c198336f144,2026-05-22T10:05:22.799707,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e
d1ba7d00-94b1-4289-bb78-3ddb4d863ada,6e2684b5-dd18-4549-8440-7276b577d2b5,Security audit,Task description for prepare presentation,low,cancelled,2027-01-15T06:56:28.799720,False,,,,63c904bb-37e1-42e9-b828-03d273915302,2025-11-27T01:35:07.799726,eb9f903e-4cd4-462b-9c0c-0720da83cfc0
4c4163d6-e408-4c53-98af-5784aed232f7,6e2684b5-dd18-4549-8440-7276b577d2b5,Content creation,Task description for social media post,low,pending,2026-08-17T09:29:16.799738,False,,,,9d990953-1d48-4691-9104-88f3d84dc63c,2026-02-15T02:41:57.799744,8b51f21b-0da9-4139-8f04-0ef4187ce705
a3319710-55b6-4174-ba2e-8c017d115e70,6e2684b5-dd18-4549-8440-7276b577d2b5,Update pipeline,Task description for team meeting prep,high,on_hold,2027-01-29T17:59:25.799778,False,,4bb3bf35-28d5-4598-a535-7da8961763b4,,876017f1-7629-48e0-9ce9-20b44276c7d6,2025-10-19T00:03:16.799787,7675c849-0f1f-4fa3-923c-f392ea4a2f35
433b9ba3-64a7-4064-9e75-24f327729e55,6e2684b5-dd18-4549-8440-7276b577d2b5,Follow up with lead,Task description for team meeting prep,medium,in_progress,2027-01-26T05:48:14.799799,False,,,,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb,2026-05-23T22:52:49.799805,f26bd177-029d-4863-993c-dfebe5004897
d33988c9-3c9b-4cda-92c6-971b0d0edc59,6e2684b5-dd18-4549-8440-7276b577d2b5,Marketing campaign,Task description for send proposal,medium,in_progress,2026-10-18T01:26:02.799818,False,,b5a10183-7838-4ccf-9f4a-906d52210cf5,,63c904bb-37e1-42e9-b828-03d273915302,2025-08-21T03:48:00.799860,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f
88ef50c9-c725-4379-bb6e-5c97da6341bc,6e2684b5-dd18-4549-8440-7276b577d2b5,Security audit,Task description for onboard new client,high,on_hold,2026-12-13T06:47:43.799888,False,,bf42c5b7-1901-4609-8396-544f74c81eb9,7f1a9165-edfe-4514-8344-e1965fe40077,7675c849-0f1f-4fa3-923c-f392ea4a2f35,2025-12-25T14:57:51.799907,13f891f6-02c5-48a2-bb4f-65f664be06a0
5456ab53-98a1-4e83-889a-93817621c57a,6e2684b5-dd18-4549-8440-7276b577d2b5,Training session,Task description for review contract,high,pending,2026-11-12T22:10:35.799922,False,,86ec5cd8-b205-4d61-a5ea-6961a1001170,,9d990953-1d48-4691-9104-88f3d84dc63c,2026-05-23T23:25:01.799929,63c904bb-37e1-42e9-b828-03d273915302
6b90b9b4-1076-451b-a465-87fdc0fd917e,6e2684b5-dd18-4549-8440-7276b577d2b5,Process payment,Task description for email newsletter,urgent,pending,2026-12-30T00:32:56.799947,False,,8ec68ddf-53a5-48f6-8329-7c320463ba52,,f26bd177-029d-4863-993c-dfebe5004897,2025-09-30T14:19:38.799955,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e
cdaa35d9-6c66-419b-97b2-628a63c724da,6e2684b5-dd18-4549-8440-7276b577d2b5,Send invoice,Task description for content creation,medium,completed,,True,2026-06-25T03:13:00.799968,,,1f599b2d-4c19-4c7e-91e2-f8655b60b03d,2026-03-03T06:11:52.799975,63c904bb-37e1-42e9-b828-03d273915302
dde4820c-7ef6-4bab-932f-d712358fa372,6e2684b5-dd18-4549-8440-7276b577d2b5,Update CRM records,Task description for security audit,low,cancelled,2026-11-22T17:53:00.799989,False,,74722492-45eb-4ab9-a4ae-3ea4827ae526,,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f,2026-03-08T20:40:24.799996,eb9f903e-4cd4-462b-9c0c-0720da83cfc0
9b7c9f74-3f3f-4ca6-a822-2ce5e90b0ef9,6e2684b5-dd18-4549-8440-7276b577d2b5,Send invoice,Task description for prepare presentation,high,cancelled,2026-10-14T11:49:57.800009,False,,f68f15df-2832-4c2c-be21-84bfba5d1ff0,,876017f1-7629-48e0-9ce9-20b44276c7d6,2026-06-11T00:16:42.800023,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e
0297932b-fdaa-4958-91eb-568e8cdf5b17,6e2684b5-dd18-4549-8440-7276b577d2b5,Blog article,Task description for training session,medium,pending,2026-08-12T00:44:57.800037,False,,,3608f98b-faff-4c27-84cb-20a6f6f84759,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb,2026-01-12T10:37:22.800044,71030eb2-1621-4863-8e2d-b6184abb7f32
91a476d8-611e-4fb4-838d-9b2a2ed34542,6e2684b5-dd18-4549-8440-7276b577d2b5,Webinar prep,Task description for security audit,high,deferred,2026-11-26T01:54:58.800056,False,,,,7675c849-0f1f-4fa3-923c-f392ea4a2f35,2026-03-11T15:03:12.800062,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f
6b5bcbed-2819-44e2-b663-f5dccbf26865,6e2684b5-dd18-4549-8440-7276b577d2b5,Customer survey,Task description for social media post,medium,pending,2027-01-24T12:59:47.800079,False,,,4c1a89fe-ef09-48f8-80a1-f6072634640f,7223e10a-b124-4a7f-a342-f0f59020ba2f,2026-04-19T22:49:10.800086,71030eb2-1621-4863-8e2d-b6184abb7f32
2623e7b1-73b4-494f-b2f2-d9af7f4a7a7b,6e2684b5-dd18-4549-8440-7276b577d2b5,Onboard new client,Task description for feedback collection,medium,deferred,2027-01-08T20:02:29.800099,False,,,,9d990953-1d48-4691-9104-88f3d84dc63c,2025-10-27T01:52:10.800106,f26bd177-029d-4863-993c-dfebe5004897
1c0a2467-fb6b-4cc9-8afd-a81f818c00b5,6e2684b5-dd18-4549-8440-7276b577d2b5,Training session,Task description for update pipeline,urgent,in_progress,2026-11-26T07:23:02.800118,False,,8fdc7447-6e40-42cc-9f4f-e4c15ccb9995,,7223e10a-b124-4a7f-a342-f0f59020ba2f,2026-01-30T22:45:52.800126,876017f1-7629-48e0-9ce9-20b44276c7d6
0f2c67ee-519b-40c5-a6cc-904e67f6bf4d,6e2684b5-dd18-4549-8440-7276b577d2b5,Customer survey,Task description for schedule demo,medium,completed,,True,2026-06-25T19:18:53.800138,2e340d4c-5bfe-405d-ad77-a2f9a53a30b0,c206ea89-fe97-49fd-9d4a-fb95330a7f1b,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb,2025-08-28T04:21:30.800147,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f
0cfacf52-1946-42e8-9066-199e7a10efe0,6e2684b5-dd18-4549-8440-7276b577d2b5,Feedback collection,Task description for email newsletter,high,on_hold,2026-10-29T14:02:36.800164,False,,,,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f,2025-10-04T04:10:31.800173,71030eb2-1621-4863-8e2d-b6184abb7f32
7c227831-24b9-4abd-b133-df333861a110,6e2684b5-dd18-4549-8440-7276b577d2b5,Blog article,Task description for update pipeline,low,on_hold,2026-10-18T07:51:46.800185,False,,,,63c904bb-37e1-42e9-b828-03d273915302,2026-04-08T03:19:51.800192,71030eb2-1621-4863-8e2d-b6184abb7f32
095b6a80-2440-43a9-bdc0-d38fa91de2d1,6e2684b5-dd18-4549-8440-7276b577d2b5,Schedule demo,Task description for quality check,medium,on_hold,2026-12-28T06:58:33.800205,False,,eedc397e-02ce-475d-9336-21f365545006,4c3b4562-78b3-4966-9098-3329f8ab8ab5,71030eb2-1621-4863-8e2d-b6184abb7f32,2025-12-04T08:14:29.800213,13f891f6-02c5-48a2-bb4f-65f664be06a0
413ae06b-73a1-4dcd-8d5a-87f9142e8210,6e2684b5-dd18-4549-8440-7276b577d2b5,Blog article,Task description for follow up with lead,low,pending,2026-11-25T17:15:16.800226,False,,d494a2f9-ce96-451a-965c-fe21816a52ec,68963d08-e34f-4caf-897e-2e32a11cdbf5,7675c849-0f1f-4fa3-923c-f392ea4a2f35,2025-08-25T05:36:33.800234,13f891f6-02c5-48a2-bb4f-65f664be06a0
2c5faee5-bec8-41f8-8d72-c8f7a97e2845,6e2684b5-dd18-4549-8440-7276b577d2b5,Quality check,Task description for process payment,high,pending,2026-10-28T17:41:36.800246,False,,,,71030eb2-1621-4863-8e2d-b6184abb7f32,2025-10-26T18:55:46.800253,71030eb2-1621-4863-8e2d-b6184abb7f32
2e429d38-88ca-4acc-aa0a-a64327695719,6e2684b5-dd18-4549-8440-7276b577d2b5,Process payment,Task description for review contract,urgent,deferred,2026-10-12T03:05:15.800265,False,,,,eb9f903e-4cd4-462b-9c0c-0720da83cfc0,2026-03-04T11:51:54.800271,1f599b2d-4c19-4c7e-91e2-f8655b60b03d
aa3ae4cf-b840-43c1-899b-db6344b9c120,6e2684b5-dd18-4549-8440-7276b577d2b5,Process payment,Task description for marketing campaign,high,pending,2026-10-28T13:23:50.800315,False,,,d0026ee9-b6e9-4c4b-a1cf-e21ea52ae09f,876017f1-7629-48e0-9ce9-20b44276c7d6,2026-05-03T01:53:36.800337,63c904bb-37e1-42e9-b828-03d273915302
5ffa364c-876b-4595-9a1b-5b02cabbcf52,6e2684b5-dd18-4549-8440-7276b577d2b5,Security audit,Task description for follow up with lead,high,completed,,True,2026-06-05T02:07:39.800354,,68bab04a-0a89-4d6b-a54f-857abd0c4a88,63c904bb-37e1-42e9-b828-03d273915302,2026-01-04T13:23:14.800362,7675c849-0f1f-4fa3-923c-f392ea4a2f35
c9f7ae7c-3bab-4cc7-8da1-e367cf86ce89,6e2684b5-dd18-4549-8440-7276b577d2b5,Review contract,Task description for content creation,high,pending,2026-10-21T03:11:53.800375,False,,,,7675c849-0f1f-4fa3-923c-f392ea4a2f35,2026-03-31T18:47:25.800381,9d990953-1d48-4691-9104-88f3d84dc63c
e9aa876b-f6d8-4578-bb1b-5f1c9bdd1f4d,6e2684b5-dd18-4549-8440-7276b577d2b5,Process payment,Task description for quality check,high,deferred,2026-11-23T13:50:22.800394,False,,,432d2b2f-84e8-499d-b982-6da580f35e9a,d53e375b-e751-4c1c-9dd2-2c198336f144,2026-02-18T13:46:47.800401,d53e375b-e751-4c1c-9dd2-2c198336f144
adcfc06f-8375-434a-8fb7-8a347c2db091,6e2684b5-dd18-4549-8440-7276b577d2b5,Marketing campaign,Task description for send invoice,medium,in_progress,2026-12-04T02:44:19.800417,False,,,,d53e375b-e751-4c1c-9dd2-2c198336f144,2025-09-30T09:32:13.800424,eb9f903e-4cd4-462b-9c0c-0720da83cfc0
a4e5fab0-8aa7-4c6e-8a77-c65cbf94bbad,6e2684b5-dd18-4549-8440-7276b577d2b5,Prepare presentation,Task description for webinar prep,high,in_progress,2026-10-16T19:39:57.800436,False,,,,8b51f21b-0da9-4139-8f04-0ef4187ce705,2026-05-18T04:27:54.800442,d53e375b-e751-4c1c-9dd2-2c198336f144
ef71544f-e01a-4541-b251-dab3ad9a6ba2,6e2684b5-dd18-4549-8440-7276b577d2b5,Quality check,Task description for feedback collection,high,deferred,2026-12-08T03:18:15.800455,False,,,,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f,2025-08-27T18:32:29.800461,63c904bb-37e1-42e9-b828-03d273915302
5ec02390-15f5-4786-85e7-db5262939be7,6e2684b5-dd18-4549-8440-7276b577d2b5,Onboard new client,Task description for review analytics,low,pending,2026-10-30T10:15:43.800473,False,,,f4f7455f-2165-4f67-b5c6-81ef1433de75,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f,2026-01-14T18:32:15.800480,eb9f903e-4cd4-462b-9c0c-0720da83cfc0
68c65ba1-b5f9-4d01-91d3-6f18b8007c70,6e2684b5-dd18-4549-8440-7276b577d2b5,Send proposal,Task description for blog article,low,on_hold,2026-10-20T18:21:14.800492,False,,,8e912570-0639-427b-b3c0-90bdc0378f38,1f599b2d-4c19-4c7e-91e2-f8655b60b03d,2025-09-26T02:34:00.800499,7223e10a-b124-4a7f-a342-f0f59020ba2f
78f8e055-b548-4bd1-b6cc-fae810a34487,6e2684b5-dd18-4549-8440-7276b577d2b5,Training session,Task description for onboard new client,medium,deferred,2026-10-25T12:59:23.800511,False,,,,7675c849-0f1f-4fa3-923c-f392ea4a2f35,2026-06-17T07:32:07.800517,71030eb2-1621-4863-8e2d-b6184abb7f32
cde7c356-7fa2-46f7-b67d-e666e121aaeb,6e2684b5-dd18-4549-8440-7276b577d2b5,Send proposal,Task description for update crm records,high,deferred,2026-09-23T22:53:52.800529,False,,,,9d990953-1d48-4691-9104-88f3d84dc63c,2025-11-26T23:06:26.800535,f26bd177-029d-4863-993c-dfebe5004897
1beac8fc-fd4c-46e4-9fe9-6fbb71b62ac3,6e2684b5-dd18-4549-8440-7276b577d2b5,Send invoice,Task description for social media post,low,deferred,2027-01-24T03:52:41.800551,False,,6ef34e4e-4aa8-44b9-958c-a2a64618f298,,7223e10a-b124-4a7f-a342-f0f59020ba2f,2025-10-04T03:01:19.800559,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e
daab2c2a-ccc8-4366-b6e7-169f060c9744,6e2684b5-dd18-4549-8440-7276b577d2b5,Marketing campaign,Task description for update crm records,urgent,pending,2026-08-30T08:19:44.800572,False,,,,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb,2026-07-19T06:16:26.800578,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f
1e502f9b-8f4e-4385-bdd3-bbf2a30da471,6e2684b5-dd18-4549-8440-7276b577d2b5,Update pipeline,Task description for social media post,urgent,in_progress,2027-01-06T00:45:16.800590,False,,7dbbe478-b59e-4f83-a8ed-686cac2d767c,28c66521-ddb5-4c67-98a8-f185b6a69cd4,8b51f21b-0da9-4139-8f04-0ef4187ce705,2026-04-27T17:24:32.800598,13f891f6-02c5-48a2-bb4f-65f664be06a0
9063f651-68db-4aac-a7b8-8df72975107a,6e2684b5-dd18-4549-8440-7276b577d2b5,Budget planning,Task description for social media post,high,deferred,2026-08-24T23:49:51.800615,False,,9032bcb3-8a24-4bc6-bd72-c0042cc4407e,14058ff5-0284-4105-b646-88698ae4a71a,63c904bb-37e1-42e9-b828-03d273915302,2025-08-18T01:48:21.800623,d53e375b-e751-4c1c-9dd2-2c198336f144
0e4956a9-6b5e-496b-9855-b1c1762dccb6,6e2684b5-dd18-4549-8440-7276b577d2b5,Webinar prep,Task description for prepare presentation,urgent,completed,,True,2026-04-28T03:38:40.800636,13843a22-12a8-49b9-a1c6-027884f8cf18,21f98508-e4f2-461b-b91b-7f58c6531cb0,f26bd177-029d-4863-993c-dfebe5004897,2025-09-13T22:20:21.800644,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e
b3eb08e7-6398-4ac6-9ae1-ea8bc4b902ab,6e2684b5-dd18-4549-8440-7276b577d2b5,Schedule demo,Task description for process payment,medium,pending,2026-09-29T05:10:03.800657,False,,,,d53e375b-e751-4c1c-9dd2-2c198336f144,2026-04-14T04:27:48.800663,f26bd177-029d-4863-993c-dfebe5004897
3577d441-8663-4f97-984f-75eb9a739dbb,6e2684b5-dd18-4549-8440-7276b577d2b5,Training session,Task description for webinar prep,urgent,cancelled,2026-09-17T19:31:57.800676,False,,,,71030eb2-1621-4863-8e2d-b6184abb7f32,2026-08-03T08:22:07.800682,8b51f21b-0da9-4139-8f04-0ef4187ce705
c21b2add-025a-493f-ad7c-e2f852662044,6e2684b5-dd18-4549-8440-7276b577d2b5,Feedback collection,Task description for blog article,urgent,completed,,True,2026-06-17T14:00:20.800694,,,1f599b2d-4c19-4c7e-91e2-f8655b60b03d,2026-01-08T10:07:21.800701,63c904bb-37e1-42e9-b828-03d273915302
c9005589-b62f-477c-89d7-5c4d5c33314c,6e2684b5-dd18-4549-8440-7276b577d2b5,Webinar prep,Task description for schedule demo,low,cancelled,2026-08-06T21:51:44.800714,False,,,,7675c849-0f1f-4fa3-923c-f392ea4a2f35,2026-07-24T09:32:04.800720,f26bd177-029d-4863-993c-dfebe5004897
0b5766c0-bdef-430c-bf1f-7331a634615c,6e2684b5-dd18-4549-8440-7276b577d2b5,Marketing campaign,Task description for send proposal,medium,deferred,2026-09-11T20:02:32.800733,False,,dae9a36e-ee3b-456d-ba5f-e8422f2bcc60,5409b8e7-f1d6-454b-b394-39b02bcd4b60,7675c849-0f1f-4fa3-923c-f392ea4a2f35,2026-04-01T17:58:06.800741,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb
a2af31e4-b40e-49d5-9f65-05b1e2a73dcc,6e2684b5-dd18-4549-8440-7276b577d2b5,Team meeting prep,Task description for send proposal,urgent,deferred,2027-01-01T21:49:39.800753,False,,,,63c904bb-37e1-42e9-b828-03d273915302,2025-12-13T13:38:11.800760,eb9f903e-4cd4-462b-9c0c-0720da83cfc0
1e6c1ac6-148e-44d8-aa34-eb28982d6b8f,6e2684b5-dd18-4549-8440-7276b577d2b5,Team meeting prep,Task description for budget planning,high,cancelled,2026-08-17T14:31:30.800772,False,,78b5b308-f3d9-4a2f-a888-4a32064faac6,,7675c849-0f1f-4fa3-923c-f392ea4a2f35,2026-01-11T08:49:19.800779,13f891f6-02c5-48a2-bb4f-65f664be06a0
8042e5cf-8769-45e6-b453-945ce235ac53,6e2684b5-dd18-4549-8440-7276b577d2b5,Budget planning,Task description for email newsletter,high,cancelled,2026-12-25T21:48:53.800792,False,,,,13f891f6-02c5-48a2-bb4f-65f664be06a0,2026-03-29T16:12:40.800798,eb9f903e-4cd4-462b-9c0c-0720da83cfc0
d1ddc539-8520-4da0-847e-e19ddbed3993,6e2684b5-dd18-4549-8440-7276b577d2b5,Team meeting prep,Task description for email newsletter,low,deferred,2026-08-27T15:17:33.800821,False,,,,8b51f21b-0da9-4139-8f04-0ef4187ce705,2026-05-14T20:47:45.800828,876017f1-7629-48e0-9ce9-20b44276c7d6
e9a35770-d044-4ab7-90ee-8a053f1d914b,6e2684b5-dd18-4549-8440-7276b577d2b5,Onboard new client,Task description for performance review,high,deferred,2027-01-29T21:22:13.800841,False,,,70415a6e-1844-42e6-85e3-64c7bae94d3f,63c904bb-37e1-42e9-b828-03d273915302,2026-03-09T04:57:24.800852,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f
cc70b591-db42-4bea-b2cd-c6131e76d884,6e2684b5-dd18-4549-8440-7276b577d2b5,Blog article,Task description for onboard new client,medium,in_progress,2027-01-11T18:56:48.800865,False,,,,7223e10a-b124-4a7f-a342-f0f59020ba2f,2025-08-10T12:39:36.800871,d53e375b-e751-4c1c-9dd2-2c198336f144
a21cbbfa-4796-4b4a-9282-4a0f22258764,6e2684b5-dd18-4549-8440-7276b577d2b5,Team meeting prep,Task description for security audit,medium,on_hold,2027-01-10T17:19:14.800884,False,,,,eb9f903e-4cd4-462b-9c0c-0720da83cfc0,2025-12-29T07:22:33.800889,71030eb2-1621-4863-8e2d-b6184abb7f32
bfeb625b-16aa-468e-be32-c657ed3746f4,6e2684b5-dd18-4549-8440-7276b577d2b5,Marketing campaign,Task description for send proposal,urgent,in_progress,2027-01-31T16:23:11.800903,False,,,,f26bd177-029d-4863-993c-dfebe5004897,2025-09-15T17:40:43.800909,876017f1-7629-48e0-9ce9-20b44276c7d6
6240fd09-3687-4efe-a5db-b4fecdc8ae0a,6e2684b5-dd18-4549-8440-7276b577d2b5,Content creation,Task description for email newsletter,urgent,cancelled,2026-12-15T19:11:38.800921,False,,3bf06965-4576-4d6f-b2c1-0f79a7004926,d7dcd656-328e-4572-9240-848e894b9ddd,8b51f21b-0da9-4139-8f04-0ef4187ce705,2026-02-23T23:24:15.800929,876017f1-7629-48e0-9ce9-20b44276c7d6
063240fc-ba00-4529-999c-a3b603957e3b,6e2684b5-dd18-4549-8440-7276b577d2b5,Budget planning,Task description for customer survey,low,pending,2027-01-20T20:59:22.800942,False,,c5c89178-ab08-4b1e-a51a-72e9494fdfa1,6de2d350-87c5-468e-b2ac-3162c4aeb926,876017f1-7629-48e0-9ce9-20b44276c7d6,2025-08-25T14:07:42.800950,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e
a567e3ac-068c-4e3c-9ce0-dda4a5dd8d16,6e2684b5-dd18-4549-8440-7276b577d2b5,Blog article,Task description for customer survey,urgent,on_hold,2027-01-26T17:02:13.800962,False,,,,8b51f21b-0da9-4139-8f04-0ef4187ce705,2026-06-26T19:02:05.800968,13f891f6-02c5-48a2-bb4f-65f664be06a0
493c607a-6e08-4721-8994-ed35479bb1cf,6e2684b5-dd18-4549-8440-7276b577d2b5,Webinar prep,Task description for call back customer,urgent,on_hold,2026-11-01T02:39:59.800980,False,,,,7675c849-0f1f-4fa3-923c-f392ea4a2f35,2026-07-15T17:27:49.800986,7223e10a-b124-4a7f-a342-f0f59020ba2f
0176553c-f251-4e21-b2e7-695c81872462,6e2684b5-dd18-4549-8440-7276b577d2b5,Training session,Task description for prepare presentation,high,in_progress,2026-09-29T18:20:16.801003,False,,,,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e,2026-02-18T10:42:28.801009,7223e10a-b124-4a7f-a342-f0f59020ba2f
c98321c5-0aa7-49f4-9cee-ecfc45b7fba4,6e2684b5-dd18-4549-8440-7276b577d2b5,Update CRM records,Task description for product demo,high,completed,,True,2026-06-04T16:26:32.801031,9a705555-20f5-4dd2-96cc-f4c0d06f2407,,13f891f6-02c5-48a2-bb4f-65f664be06a0,2025-08-25T20:25:52.801039,13f891f6-02c5-48a2-bb4f-65f664be06a0
9ba19e02-779c-4e41-857f-ff4b4a5c7801,6e2684b5-dd18-4549-8440-7276b577d2b5,Send proposal,Task description for content creation,urgent,on_hold,2026-10-17T17:45:55.801051,False,,,8701e653-306a-48fa-a244-81dcae163f14,9d990953-1d48-4691-9104-88f3d84dc63c,2025-08-17T00:43:48.801058,71030eb2-1621-4863-8e2d-b6184abb7f32
