id,tenant_id,contact_id,name,description,category,pricing_type,unit_price,hourly_rate,monthly_price,tax_rate,taxable,currency,is_active,times_used,total_revenue,tags,created_at,created_by
53e90b7f-8b28-46dd-89ab-6a8827382482,6e2684b5-dd18-4549-8440-7276b577d2b5,,Analytics Setup,Professional workflow optimization service,support,monthly,,,4203.27,5,True,USD,False,59,37556.69,"['demo', 'pricing_page']",2025-09-26T05:11:30.831650,d53e375b-e751-4c1c-9dd2-2c198336f144
33be5a8f-d8ff-4a0b-91b3-528c1dfc09d6,6e2684b5-dd18-4549-8440-7276b577d2b5,5e536040-0766-4d2b-8784-eb7bb8942aba,SEO Optimization,Professional analytics setup service,training,monthly,,,4871.43,10,False,USD,True,31,22113.09,['churned'],2025-11-01T16:16:05.831673,9d990953-1d48-4691-9104-88f3d84dc63c
8f1b090c-2750-4493-aa85-c3c87a8ac341,6e2684b5-dd18-4549-8440-7276b577d2b5,98fdff8a-0e8e-41fd-8198-82421cb64611,Strategy Consulting,Professional content creation service,training,project,,,,0,True,USD,True,61,13656.94,[],2025-10-03T11:47:57.831698,9d990953-1d48-4691-9104-88f3d84dc63c
85ff131e-884f-4ee5-accf-8d3f84997fdc,6e2684b5-dd18-4549-8440-7276b577d2b5,,Performance Review,Professional technical support service,consulting,monthly,,,784.2,10,False,USD,True,76,12190.43,['webinar_attendee'],2026-06-21T20:31:27.831719,8b51f21b-0da9-4139-8f04-0ef4187ce705
278844ce-f34b-44c8-b08a-60d82279e606,6e2684b5-dd18-4549-8440-7276b577d2b5,,Data Migration,Professional data migration service,training,hourly,,116.72,,10,True,USD,True,95,10881.11,['at_risk'],2026-04-28T03:00:36.831743,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb
cbd43138-1670-4e7c-9064-84c76d136094,6e2684b5-dd18-4549-8440-7276b577d2b5,,Lead Generation,Professional strategy consulting service,consulting,monthly,,,1504.87,0,True,USD,True,63,15556.83,[],2025-08-12T13:11:47.831795,8b51f21b-0da9-4139-8f04-0ef4187ce705
d7072870-65ce-43bb-9cd0-8ee036d41a7f,6e2684b5-dd18-4549-8440-7276b577d2b5,,CRM Implementation,Professional strategy consulting service,training,project,,,,0,True,USD,True,88,35334.59,[],2026-03-17T05:43:27.831819,63c904bb-37e1-42e9-b828-03d273915302
3959a3f9-bdef-4d34-8520-a0bf5146a5c7,6e2684b5-dd18-4549-8440-7276b577d2b5,,Analytics Setup,Professional lead generation service,implementation,monthly,,,1181.18,10,True,USD,True,87,46891.32,['bulk_order'],2025-08-31T04:24:32.831840,eb9f903e-4cd4-462b-9c0c-0720da83cfc0
233eafca-d98f-4103-9c0a-d49ea11ec1e1,6e2684b5-dd18-4549-8440-7276b577d2b5,94d234fa-00aa-4201-8af9-4ec27b77583e,Custom Development,Professional analytics setup service,implementation,hourly,,113.31,,10,True,USD,False,66,3612.25,[],2025-08-11T02:35:32.831862,f26bd177-029d-4863-993c-dfebe5004897
a8e81979-f868-41cc-9a6a-911839041b82,6e2684b5-dd18-4549-8440-7276b577d2b5,3a690f0c-ea79-455c-b11d-2b843e88588a,Content Creation,Professional email campaign management service,training,monthly,,,2437.06,10,True,USD,False,72,37871.66,"['nurture', 'seasonal']",2026-08-06T19:38:57.831883,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f
8abe5a2d-c423-46ab-90d4-3fa5c152618f,6e2684b5-dd18-4549-8440-7276b577d2b5,,Data Migration,Professional performance review service,training,hourly,,268.69,,10,False,USD,True,29,45178.35,['content_downloader'],2026-03-14T07:34:10.831903,71030eb2-1621-4863-8e2d-b6184abb7f32
bb9cdf8f-82e2-4d80-a0b9-0da52cf548f2,6e2684b5-dd18-4549-8440-7276b577d2b5,,Analytics Setup,Professional content creation service,development,hourly,,140.9,,5,True,USD,True,58,23777.71,"['pricing_page', 'bulk_order']",2025-12-14T23:49:39.831923,7223e10a-b124-4a7f-a342-f0f59020ba2f
681683f6-b593-4768-a9e6-7313bc49c492,6e2684b5-dd18-4549-8440-7276b577d2b5,,Lead Generation,Professional training workshop service,implementation,fixed,379.9,,,10,False,USD,True,6,27342.29,[],2025-12-25T14:12:49.831946,71030eb2-1621-4863-8e2d-b6184abb7f32
46e5e54c-ae8b-4ff3-af18-45f9781701db,6e2684b5-dd18-4549-8440-7276b577d2b5,,Workflow Optimization,Professional integration setup service,training,hourly,,227.33,,5,True,USD,True,39,32335.53,['seasonal'],2026-02-03T02:08:53.831965,f26bd177-029d-4863-993c-dfebe5004897
ba700bf6-1d6f-4e5c-abaa-88d32dffdb63,6e2684b5-dd18-4549-8440-7276b577d2b5,,SEO Optimization,Professional analytics setup service,support,project,,,,5,True,USD,True,72,7771.38,['upsell'],2025-10-17T12:29:17.831984,876017f1-7629-48e0-9ce9-20b44276c7d6
e9476ef8-c3fc-4c2d-8830-dc16f793eb65,6e2684b5-dd18-4549-8440-7276b577d2b5,d72eb1b9-98e4-4ca5-b981-e1fa49a9ba82,Workflow Optimization,Professional data migration service,development,project,,,,0,False,USD,True,5,45950.4,['hot_lead'],2026-04-26T00:07:10.832005,71030eb2-1621-4863-8e2d-b6184abb7f32
357eb3df-4ced-44b8-a915-643b0356b524,6e2684b5-dd18-4549-8440-7276b577d2b5,,SEO Optimization,Professional technical support service,consulting,fixed,376.65,,,0,False,USD,True,23,16319.41,['vip'],2025-10-16T01:03:50.832025,f26bd177-029d-4863-993c-dfebe5004897
a72f7f5d-28df-4f78-85b8-b4823a0a7783,6e2684b5-dd18-4549-8440-7276b577d2b5,8c3a1cc0-5343-4162-ba4a-e08feba45c43,Data Migration,Professional email campaign management service,training,fixed,139.42,,,5,True,USD,True,44,3982.49,[],2026-04-22T07:15:22.832046,13f891f6-02c5-48a2-bb4f-65f664be06a0
ab2e16ca-60fa-4a70-a00e-744e877e560c,6e2684b5-dd18-4549-8440-7276b577d2b5,,CRM Implementation,Professional workflow optimization service,support,monthly,,,4428.3,5,True,USD,False,12,42974.35,"['cold_lead', 'referral_partner']",2026-01-02T18:38:58.832066,9d990953-1d48-4691-9104-88f3d84dc63c
7f7fa429-9823-4b0d-b0f4-521b25f5d280,6e2684b5-dd18-4549-8440-7276b577d2b5,9a705555-20f5-4dd2-96cc-f4c0d06f2407,Strategy Consulting,Professional analytics setup service,support,fixed,211.06,,,10,True,USD,True,58,16395.87,[],2025-09-12T10:42:43.832086,8b51f21b-0da9-4139-8f04-0ef4187ce705
7e5553cd-4ed8-4d37-8ec4-e30efa97d2f1,7319bb38-0e1a-42a0-a1a3-c170af371232,77818715-1e48-468f-a542-2c5d88c1c1c7,Data Migration,Professional security audit service,development,hourly,,169.67,,5,True,USD,True,98,23098.46,[],2025-08-25T10:21:22.835176,aabd8828-4992-4138-a82c-82d2ace3e408
bc76113c-4414-4cb7-afb0-93e7eeea24f6,7319bb38-0e1a-42a0-a1a3-c170af371232,,Content Creation,Professional security audit service,implementation,hourly,,145.21,,5,True,USD,True,99,18593.98,"['seasonal', 'vip']",2026-08-05T10:46:51.835233,ba4c6a8d-6e78-4532-82ad-fccefbf8ab96
590c4560-7dc7-40a1-95a8-e42820d33e3a,7319bb38-0e1a-42a0-a1a3-c170af371232,,Lead Generation,Professional integration setup service,training,project,,,,10,True,USD,True,69,31784.46,"['at_risk', 'existing_customer']",2025-12-02T09:08:28.835261,ba4c6a8d-6e78-4532-82ad-fccefbf8ab96
f6219205-9146-4b6d-93b2-a752299fa33d,7319bb38-0e1a-42a0-a1a3-c170af371232,,Custom Development,Professional data migration service,implementation,project,,,,0,False,USD,True,4,37553.18,"['content_downloader', 'upsell']",2025-11-21T09:15:50.835283,ba4c6a8d-6e78-4532-82ad-fccefbf8ab96
218b13dc-3170-4ca4-9da4-6d1a8d381656,7319bb38-0e1a-42a0-a1a3-c170af371232,,Training Workshop,Professional crm implementation service,support,fixed,388.53,,,10,False,USD,True,74,48006.94,"['bulk_order', 'pricing_page']",2025-11-08T01:52:01.835305,8ae3dae5-38cd-4160-84ef-5c590af0066c
7127115c-478f-4ebb-8bc2-2ad42b7b408e,7319bb38-0e1a-42a0-a1a3-c170af371232,,Content Creation,Professional content creation service,implementation,monthly,,,919.39,5,False,USD,True,80,46577.66,"['hot_lead', 'renewal']",2025-10-29T14:34:36.835394,0d1a00d8-532c-48b5-a0d5-e8f37068b7e8
8fe97db9-5803-4c5f-b87f-ddef7b4856ad,7319bb38-0e1a-42a0-a1a3-c170af371232,,Data Migration,Professional security audit service,support,project,,,,10,False,USD,True,94,21211.21,"['referral_partner', 'pricing_page']",2025-12-28T13:26:04.835417,fd2fd60f-404e-41a6-95e7-9a06e7913261
0a2e7418-1813-4557-a837-8c73131a93d6,7319bb38-0e1a-42a0-a1a3-c170af371232,,Integration Setup,Professional strategy consulting service,development,monthly,,,4896.8,0,False,USD,True,8,44740.64,"['content_downloader', 'new_market']",2026-05-29T09:15:24.835439,aabd8828-4992-4138-a82c-82d2ace3e408
43e38765-ec29-41b7-8dbd-c6e9f28778d4,7319bb38-0e1a-42a0-a1a3-c170af371232,,CRM Implementation,Professional technical support service,training,fixed,98.63,,,5,True,USD,True,6,31711.4,[],2025-11-27T22:10:13.835459,a3b11eec-7159-4649-ad03-75eeb3c9b04f
744c70cc-95a0-4f55-8b27-3be56d80b740,7319bb38-0e1a-42a0-a1a3-c170af371232,1497ed9c-d3f3-445e-8bef-15fc80f96f97,Strategy Consulting,Professional strategy consulting service,consulting,fixed,137.16,,,5,True,USD,True,60,9734.85,[],2026-05-22T01:25:22.835480,96bb061b-9355-4d14-bab8-c5b59a63ac2a
a6772803-0637-43da-bb97-c90a0c1867cb,7319bb38-0e1a-42a0-a1a3-c170af371232,,Content Creation,Professional technical support service,development,hourly,,177.69,,10,True,USD,True,93,2971.51,"['webinar_attendee', 'nurture']",2025-09-25T03:23:17.835500,38b1938d-3cd4-479f-8f9c-d5fc4c1dd8fd
8d06d77d-6516-43f9-a444-9de5949caede,7319bb38-0e1a-42a0-a1a3-c170af371232,,Technical Support,Professional custom development service,support,monthly,,,1516.6,10,True,USD,False,17,13037.93,['renewal'],2025-12-01T18:27:33.835521,f6c1513d-8b13-441d-98bb-1a986c21400d
f08ebf4c-4810-4a67-a717-3fa57deebc26,7319bb38-0e1a-42a0-a1a3-c170af371232,,Performance Review,Professional performance review service,development,hourly,,226.99,,5,True,USD,True,22,40661.87,"['existing_customer', 'pricing_page']",2026-07-21T18:59:54.835546,ba4c6a8d-6e78-4532-82ad-fccefbf8ab96
c109148d-787d-4624-83c4-4a924f11072b,7319bb38-0e1a-42a0-a1a3-c170af371232,9745a709-6cc2-4665-8716-f81935098821,Workflow Optimization,Professional email campaign management service,support,monthly,,,4904.35,5,True,USD,True,38,13359.13,"['bulk_order', 'trial']",2025-11-16T11:22:02.835568,a3b11eec-7159-4649-ad03-75eeb3c9b04f
66248daf-b42a-4ca8-a020-8f1740f557c1,7319bb38-0e1a-42a0-a1a3-c170af371232,,CRM Implementation,Professional training workshop service,support,monthly,,,2772.52,0,True,USD,True,85,49276.27,[],2025-10-16T19:11:42.835587,af8ae744-eaf6-49a6-9c7f-4f4aa9e503ee
1b639486-f1d1-4644-92fd-6fdea3af5f99,7319bb38-0e1a-42a0-a1a3-c170af371232,,Training Workshop,Professional lead generation service,development,project,,,,5,False,USD,True,100,40040.54,['trial'],2026-08-06T10:39:56.835606,638bfc6a-5a8b-4bf8-9f66-0c0d0744f19a
f03cc540-31e3-480f-bc89-e3193ebc484c,7319bb38-0e1a-42a0-a1a3-c170af371232,,Content Creation,Professional performance review service,training,fixed,470.6,,,10,False,USD,True,34,12281.55,['cold_lead'],2025-11-13T02:32:49.835641,f6c1513d-8b13-441d-98bb-1a986c21400d
e06fb6f1-0469-42d9-889d-a865b0c1362b,7319bb38-0e1a-42a0-a1a3-c170af371232,,Strategy Consulting,Professional email campaign management service,support,monthly,,,2890.9,5,True,USD,True,28,20832.05,[],2025-12-28T03:55:19.835662,eaf0989b-5b56-4b72-9a32-2711e9c394ff
8d93472f-e495-44d9-953d-f74991bbed1d,7319bb38-0e1a-42a0-a1a3-c170af371232,,Custom Development,Professional analytics setup service,development,hourly,,173.65,,10,False,USD,True,80,46198.15,[],2026-07-03T12:28:53.835683,f6c1513d-8b13-441d-98bb-1a986c21400d
06084ba1-ccd5-4cdb-88ef-a35e8d5969ec,7319bb38-0e1a-42a0-a1a3-c170af371232,,Integration Setup,Professional integration setup service,support,fixed,52.68,,,5,True,USD,True,19,21614.99,"['new_market', 'demo']",2026-03-11T18:57:20.835704,638bfc6a-5a8b-4bf8-9f66-0c0d0744f19a
edb7ecb4-5579-4fdc-9746-76a778d02359,7319bb38-0e1a-42a0-a1a3-c170af371232,,Integration Setup,Professional email campaign management service,training,monthly,,,2933.97,5,True,USD,True,5,6220.34,[],2026-01-14T09:23:13.835723,8ae3dae5-38cd-4160-84ef-5c590af0066c
5527fffe-36f6-4f17-a1d9-ae7a919ad73d,7319bb38-0e1a-42a0-a1a3-c170af371232,7458d98b-d29e-4cf1-b0ee-8c8807e44818,Data Migration,Professional custom development service,training,monthly,,,579.48,5,True,USD,True,56,22877.11,['seasonal'],2026-01-12T07:44:31.835744,38b1938d-3cd4-479f-8f9c-d5fc4c1dd8fd
95f7e304-86c7-4cfb-811d-3a6ab24ba9c3,7319bb38-0e1a-42a0-a1a3-c170af371232,,CRM Implementation,Professional strategy consulting service,support,monthly,,,1522.35,0,True,USD,True,42,13854.78,['low_priority'],2026-07-24T16:56:42.835856,eaf0989b-5b56-4b72-9a32-2711e9c394ff
7668a6f1-b49a-423f-84f2-d843410913f6,7319bb38-0e1a-42a0-a1a3-c170af371232,,Integration Setup,Professional lead generation service,training,monthly,,,3998.25,0,True,USD,True,12,23706.97,"['seasonal', 'cold_lead']",2026-07-24T08:42:25.835882,ba4c6a8d-6e78-4532-82ad-fccefbf8ab96
ed89bc6f-d7d0-4e34-b732-92b532e289a5,7319bb38-0e1a-42a0-a1a3-c170af371232,,Strategy Consulting,Professional workflow optimization service,support,fixed,109.41,,,0,False,USD,True,11,49647.58,[],2025-08-29T00:18:24.835903,af8e7df9-9ce7-4499-ab19-610e813af04b
05e72e5c-96fc-4e97-805d-d6e01ca6561f,7319bb38-0e1a-42a0-a1a3-c170af371232,0a237398-32f0-4efb-8bb1-f47138f4e456,Security Audit,Professional data migration service,support,monthly,,,1275.86,10,False,USD,True,32,35668.15,[],2026-06-19T23:36:03.835924,af8e7df9-9ce7-4499-ab19-610e813af04b
2acf8829-da0f-4e4e-bf5f-126bb424544e,7319bb38-0e1a-42a0-a1a3-c170af371232,,CRM Implementation,Professional content creation service,development,fixed,165.2,,,10,True,USD,True,32,1708.61,[],2026-01-06T17:43:26.835944,ba4c6a8d-6e78-4532-82ad-fccefbf8ab96
48366d47-4a66-4c8e-99c0-a57a0b4e0c7a,7319bb38-0e1a-42a0-a1a3-c170af371232,,Workflow Optimization,Professional workflow optimization service,training,hourly,,150.72,,0,True,USD,True,69,43838.61,"['cold_lead', 'win_back']",2026-01-15T20:53:18.835964,0d1a00d8-532c-48b5-a0d5-e8f37068b7e8
e64c82ec-64eb-4629-a4d3-a3b1e045e858,7319bb38-0e1a-42a0-a1a3-c170af371232,772f3acd-a24f-42d2-ba2a-e25dbe00318e,Strategy Consulting,Professional crm implementation service,implementation,hourly,,100.34,,0,True,USD,True,83,41642.78,['startup'],2026-07-11T05:07:15.835985,8ae3dae5-38cd-4160-84ef-5c590af0066c
caf9c699-f304-48b7-a02e-c38adf6fae31,7319bb38-0e1a-42a0-a1a3-c170af371232,,Strategy Consulting,Professional email campaign management service,training,hourly,,176.36,,5,True,USD,True,7,22969.92,"['bulk_order', 'renewal']",2026-05-28T18:08:19.836005,638bfc6a-5a8b-4bf8-9f66-0c0d0744f19a
8b1bafbd-f6b6-4cec-98b9-7e5847714c03,2742825a-3e35-4f86-ae5a-aca92762e3ea,,Custom Development,Professional content creation service,training,hourly,,246.22,,5,True,USD,True,14,34183.88,[],2026-02-19T02:01:12.838862,126bc002-0870-4341-a019-6dbae3d39a09
a590daab-acca-49f8-a334-7b857d82bfe3,2742825a-3e35-4f86-ae5a-aca92762e3ea,,SEO Optimization,Professional strategy consulting service,training,monthly,,,3559.65,5,True,USD,True,65,29351.53,"['vip', 'high_priority']",2025-12-03T13:45:20.838899,d7b70429-3c34-4940-81f0-2fd516ab47cb
c5d248cd-f498-480f-a2f6-bfe04a3fc456,2742825a-3e35-4f86-ae5a-aca92762e3ea,96040c3d-29e9-4da7-ab35-2a4754d6ed05,Performance Review,Professional email campaign management service,training,fixed,191.05,,,10,True,USD,True,14,12303.01,[],2026-06-03T03:10:24.838932,4a7a2306-6666-4f6b-9b4e-18f69f445d60
aba99bd4-349d-48d6-b516-a8dfba06a034,2742825a-3e35-4f86-ae5a-aca92762e3ea,,Lead Generation,Professional integration setup service,consulting,hourly,,293.96,,5,True,USD,True,46,3092.05,"['vip', 'high_priority']",2025-11-01T08:17:21.838955,d7b70429-3c34-4940-81f0-2fd516ab47cb
464f69d1-a814-4118-865f-66ab97826fa6,2742825a-3e35-4f86-ae5a-aca92762e3ea,,Custom Development,Professional crm implementation service,implementation,monthly,,,3696.52,5,True,USD,True,75,49923.66,['low_priority'],2026-04-13T12:37:27.838975,fc5f1462-0be4-4ddf-81a8-aa82b5148124
9f30a705-3139-4335-ae16-170338c6db0d,2742825a-3e35-4f86-ae5a-aca92762e3ea,,Integration Setup,Professional strategy consulting service,training,fixed,260.89,,,10,True,USD,True,60,33761.92,"['enterprise', 'cold_lead']",2025-08-20T00:34:35.838997,ae300c2a-88df-4b79-b08f-dabbd0efed46
83234dad-a7e8-4da2-bea9-8179c626bcff,2742825a-3e35-4f86-ae5a-aca92762e3ea,a3cad6af-6667-4c06-b478-d3112adb8e17,CRM Implementation,Professional strategy consulting service,support,monthly,,,4085.09,0,True,USD,True,2,47279.89,"['trial', 'low_priority']",2025-10-04T03:59:46.839023,64557d9f-67a1-4513-b6da-e641464f66bb
26cda3f9-2440-4d87-b796-5c4a37a18d1e,2742825a-3e35-4f86-ae5a-aca92762e3ea,,Integration Setup,Professional custom development service,consulting,fixed,121.08,,,5,True,USD,True,50,13167.92,['upsell'],2026-06-09T03:01:10.839093,64557d9f-67a1-4513-b6da-e641464f66bb
7ebc9a95-9591-471b-b83b-8a66921fea9b,2742825a-3e35-4f86-ae5a-aca92762e3ea,dd81c7fe-1980-4aa6-807a-9b402bd07d88,Technical Support,Professional custom development service,development,monthly,,,582.17,0,False,USD,True,3,339.86,['bulk_order'],2025-08-22T20:22:55.839128,64557d9f-67a1-4513-b6da-e641464f66bb
e43dc966-3e33-41c7-8e10-d6ae605a378a,2742825a-3e35-4f86-ae5a-aca92762e3ea,,Content Creation,Professional integration setup service,development,fixed,253.56,,,0,True,USD,True,73,42108.65,[],2025-12-16T10:42:22.839157,20c3bda5-fea6-4ea8-a48c-7cd0305cde2d
9f156ae2-d895-4b30-9f85-291dd8a34833,2742825a-3e35-4f86-ae5a-aca92762e3ea,,Custom Development,Professional performance review service,training,monthly,,,3364.23,10,True,USD,True,31,45327.39,[],2026-05-10T09:42:16.839195,b7d19994-038b-4dbe-8e38-5141d55ae804
c73f0d39-2742-4e73-8560-4618669603c6,2742825a-3e35-4f86-ae5a-aca92762e3ea,,CRM Implementation,Professional data migration service,implementation,fixed,105.57,,,10,True,USD,True,55,31232.71,['high_priority'],2026-04-11T08:35:43.839223,b7d19994-038b-4dbe-8e38-5141d55ae804
1d1f2b9d-0749-478a-b3e9-9c9486e56971,2742825a-3e35-4f86-ae5a-aca92762e3ea,,Security Audit,Professional performance review service,development,project,,,,5,True,USD,True,16,39392.32,['demo'],2026-01-22T06:34:03.839255,56bbe842-f0da-4e30-a46c-38025bfb382e
17aa329e-ec7e-489c-b7b7-bd6276fb4902,2742825a-3e35-4f86-ae5a-aca92762e3ea,,Technical Support,Professional integration setup service,development,hourly,,259.99,,5,True,USD,True,12,45953.72,[],2025-11-03T18:04:49.839300,c74050eb-0b79-4cba-8d19-adf0d3e0b9db
59ce9b22-759c-4a1a-bd0c-900c918a7416,2742825a-3e35-4f86-ae5a-aca92762e3ea,2e63232b-62d6-4689-bf5e-69a71637351a,CRM Implementation,Professional training workshop service,development,project,,,,10,False,USD,True,0,38308.6,['cold_lead'],2026-07-08T15:44:20.839329,4a7a2306-6666-4f6b-9b4e-18f69f445d60
a185121b-a666-4b11-a21c-cfeffe842075,2742825a-3e35-4f86-ae5a-aca92762e3ea,,Security Audit,Professional training workshop service,support,fixed,431.92,,,0,True,USD,True,19,43084.86,"['upsell', 'referral_partner']",2026-01-11T12:26:09.839350,20c3bda5-fea6-4ea8-a48c-7cd0305cde2d
b55283cc-e9a3-41eb-aba5-c4a19b52b5b8,2742825a-3e35-4f86-ae5a-aca92762e3ea,deb4d6c8-1fea-442c-a4d3-7ab05c1cf41c,Technical Support,Professional custom development service,support,hourly,,289.8,,10,True,USD,True,66,8806.69,"['hot_lead', 'startup']",2025-10-07T23:11:20.839400,a669f01c-9d90-47fe-b1f8-79740e2b0070
7291ce22-efdc-40d9-b941-6e8236c9288f,2742825a-3e35-4f86-ae5a-aca92762e3ea,0e61bae8-aae6-4515-9f22-e12608d89e42,Analytics Setup,Professional data migration service,training,project,,,,0,False,USD,False,46,6414.96,[],2026-01-17T04:42:17.839440,c74050eb-0b79-4cba-8d19-adf0d3e0b9db
5a8cf66f-2e8a-4879-bb33-18dd6f8da572,2742825a-3e35-4f86-ae5a-aca92762e3ea,,Technical Support,Professional crm implementation service,training,monthly,,,1586.61,0,False,USD,True,6,29157.8,[],2026-05-12T00:39:43.839467,a669f01c-9d90-47fe-b1f8-79740e2b0070
7860586c-d545-4b98-b078-e6c9c1e7cebf,2742825a-3e35-4f86-ae5a-aca92762e3ea,,Custom Development,Professional strategy consulting service,training,fixed,351.91,,,0,True,USD,True,15,37528.84,"['cross_sell', 'hot_lead']",2026-07-17T07:02:31.839497,fdbc7119-6732-45ab-9136-cb056076a38a
f87e1885-1c15-4a0e-8d4a-54573e215123,2742825a-3e35-4f86-ae5a-aca92762e3ea,,Security Audit,Professional data migration service,support,project,,,,0,True,USD,False,15,2165.22,[],2025-08-30T17:57:32.839523,126bc002-0870-4341-a019-6dbae3d39a09
6d5cc48c-b1d5-4171-8b93-828c70ae2f39,2742825a-3e35-4f86-ae5a-aca92762e3ea,,Email Campaign Management,Professional custom development service,support,hourly,,166.82,,0,True,USD,True,33,1295.63,[],2025-11-13T07:15:51.839551,64557d9f-67a1-4513-b6da-e641464f66bb
5edaf1a3-9495-4656-9f0d-3aa4797cf54d,2742825a-3e35-4f86-ae5a-aca92762e3ea,,Technical Support,Professional workflow optimization service,support,fixed,187.75,,,5,True,USD,True,50,30912.38,['renewal'],2026-04-11T06:07:46.839584,8c0e1935-13b5-4990-a8a3-0be81dad1a78
24850c30-e77e-4d93-8cf2-9c9fa0196db2,2742825a-3e35-4f86-ae5a-aca92762e3ea,,Workflow Optimization,Professional integration setup service,development,monthly,,,1075.14,0,True,USD,True,9,3886.57,[],2026-02-16T18:26:43.839612,56bbe842-f0da-4e30-a46c-38025bfb382e
6a13e45a-56bc-4ab2-93d9-3e6e3427a16e,2742825a-3e35-4f86-ae5a-aca92762e3ea,34691f71-3e44-443a-96d4-53ea48517e1a,SEO Optimization,Professional security audit service,implementation,project,,,,0,True,USD,True,93,1946.94,['bulk_order'],2025-08-11T14:16:36.839659,8c0e1935-13b5-4990-a8a3-0be81dad1a78
3cd053a3-ba1e-46ec-a806-46617a607138,2742825a-3e35-4f86-ae5a-aca92762e3ea,,Strategy Consulting,Professional integration setup service,development,fixed,85.77,,,5,True,USD,True,43,30597.37,['enterprise'],2026-03-14T06:45:11.839696,4a7a2306-6666-4f6b-9b4e-18f69f445d60
fc454c43-0ddc-4f36-ac8f-7f8f5ad66b8e,2742825a-3e35-4f86-ae5a-aca92762e3ea,,Technical Support,Professional security audit service,consulting,fixed,289.63,,,0,True,USD,True,34,22882.9,[],2025-09-03T18:10:18.839717,b7d19994-038b-4dbe-8e38-5141d55ae804
ed8321ae-734d-4801-aaf6-1f25f4e75668,2742825a-3e35-4f86-ae5a-aca92762e3ea,,Analytics Setup,Professional custom development service,training,hourly,,240.06,,0,True,USD,True,34,20936.18,"['high_priority', 'at_risk']",2026-06-12T11:54:15.839738,64557d9f-67a1-4513-b6da-e641464f66bb
